SEBI REPORT AS ON Reporting date 24-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
INDOWIND,INDOWIND ENERGY LTD,16218,2.98
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,1046297,5886.04
INDSWFTLAB,IND SWIFT LABORATORIES LT,6746,6.95
INDTERRAIN,IND TERRAIN FASHIONS LTD,12279,5.57
INDUSINDBK,INDUSIND BANK LIMITED,3021327,25367.72
INDUSTOWER,INDUS TOWERS LIMITED,3597571,12837.15
INFIBEAM,INFIBEAM AVENUES LIMITED,21721273,4281.31
INFOBEAN,INFOBEANS TECHNO. LTD.,17047,104.38
INFRABEES,NIP IND ETF INFRA BEES,9107,87.14
INFRAIETF,ICICIPRAMC - ICICIINFRA,150482,143.58
INFY,INFOSYS LIMITED,3540414,54677.66
INGERRAND,INGERSOLL-RAND INDIA LTD,75643,2699.56
INNOVACAP,INNOVA CAPTAB LIMITED,72905,630.03
INNOVANA,INNOVANA THINKLABS LTD,8,0.04
INOXGREEN,INOX GREEN ENERGY SER LTD,7383343,18543.40
INOXINDIA,INOX INDIA LIMITED,154412,1868.83
INOXWIND,INOX WIND LIMITED,23833814,38458.96
INSECTICID,INSECTICIDES (I) LTD,119525,959.33
INTELLECT,INTELLECT DESIGN ARENA,792158,8638.23
INTERARCH,INTERARCH BLDNG SOLTN LTD,91389,2208.07
INTERNET,MIRAEAMC - INTERNET,12715,1.83
INTLCONV,INTL CONVEYORS LIMITED,295180,295.33
INVENTURE,INVENTURE GRO & SEC LTD,60183,1.65
IOB,INDIAN OVERSEAS BANK,30924726,13151.28
IOC,INDIAN OIL CORP LTD,13025393,19970.10
IOLCP,IOL CHEM AND PHARMA LTD,6439083,6543.26
IONEXCHANG,ION EXCHANGE (INDIA) LTD,776737,3843.90
IPCALAB,IPCA LABORATORIES LTD,124053,1807.42
IPL,INDIA PESTICIDES LIMITED,1036533,2177.08
IRB,IRB INFRA DEV LTD.,55782898,27558.42
IRCON,IRCON INTERNATIONAL LTD,17205479,34031.39
IRCTC,INDIAN RAIL TOUR CORP LTD,3637674,28217.94
IREDA,INDIAN RENEWABLE ENERGY,24514792,40368.73
IRFC,INDIAN RAILWAY FIN CORP L,47755419,65913.92
IRIS,IRIS BUSINESS SERV LTD,881,2.86
IRMENERGY,IRM ENERGY LIMITED,295576,1032.01
ISFT,INTRASOFT TECH. LTD,256904,278.27
ISGEC,ISGEC HEAVY ENG LTD,194357,2050.73
IT,KOTAKMAMC - KOTAKIT,190248,75.09
ITBEES,NIP IND ETF IT,19766300,7931.53
ITC,ITC LTD,9655484,40560.75
ITCHOTELS,ITC HOTELS LIMITED,8182387,18323.00
ITDC,INDIA TOUR. DEV. CO. LTD.,198343,1291.35
ITETF,MIRAEAMC - ITETF,390744,148.03
ITETFADD,DSPAMC - DSPITETF,23764,9.11
ITI,ITI LTD,1007633,3388.15
ITIETF,ICICIPRAMC - ICICITECH,1164434,470.44
IVALUE,IVALUE INFOSOLUTIONS LTD,256792,810.85
IVC,IL&FS INVESTMENT MANAGERS,245432,26.96
IVP,IVP LTD,1450,2.41
IVZINGOLD,INVESCO INDIA GOLD ETF,276,28.97
IWEL,INOX WIND ENERGY LIMITED,5,0.48
IXIGO,LE TRAVENUES TECHNOLOGY L,1189947,3450.29
IZMO,IZMO LIMITED,228,2.30
J&KBANK,J & K BANK LTD.,16864181,18237.33
JAGRAN,JAGRAN PRAKASHAN LIMITED,720601,529.39
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,112498,275.33
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,8885231,10139.60
JAICORPLTD,JAI CORP LIMITED,2155076,3611.47
JAINREC,JAIN RESOURCE RECYCLING L,423686,1801.01
JAMNAAUTO,JAMNA AUTO IND LTD,4858080,5237.80
JARO,JARO INS OF TEC MG N RE L,44407,307.77
JASH,JASH ENGINEERING LIMITED,249347,1350.43
JAYAGROGN,JAYANT AGRO ORGANICS LTD,11707,32.19
JAYBARMARU,JAY BHARAT MARUTI LTD,17939,15.48
JAYNECOIND,JAYASWAL NECO INDUSTR LTD,7647948,5005.95
JAYSREETEA,JAYSHREE TEA & INDUSTRIES,38262,41.20
JBCHEPHARM,J B CHEMICALS AND PHARMA,41884,735.04
JBMA,JBM AUTO LIMITED,2599972,17790.31
JCHAC,JOHNSON CONTROLS HITACHI,73037,1337.96
JGCHEM,J.G.CHEMICALS LIMITED,264186,1222.30
JINDALPHOT,JINDAL PHOTO LIMITED,1440,21.12
JINDALPOLY,JINDAL POLY FILMS LIMITED,224615,1386.53
JINDALSAW,JINDAL SAW LIMITED,10226975,21604.53
JINDALSTEL,JINDAL STEEL LIMITED,387681,3997.01
JINDRILL,JINDAL DRILLING IND. LTD,466488,3081.81
JINDWORLD,JINDAL WORLDWIDE LTD,2729874,1223.36
JIOFIN,JIO FIN SERVICES LTD,46625368,143188.37
JISLDVREQS,JAIN DVR EQUITY SHARES,615,0.18
JISLJALEQS,JAIN IRRIGATION SYSTEMS,16267601,9404.53
JITFINFRA,JITF INFRALOGISTICS LTD,631,2.75
JKCEMENT,JK CEMENT LIMITED,71605,4440.33
JKIL,JKUMAR INFR.LTD.,588820,3994.08
JKLAKSHMI,JK LAKSHMI CEMENT LTD,337563,2989.60
JKPAPER,JK PAPER LIMITED,953985,3868.37
JKTYRE,JK TYRE & INDUSTRIES LTD,814398,3314.57
JLHL,JUPITER LIFE LINE HOSP L,17756,265.14
JMA,JULLUNDUR MOT AGENCY LTD,711,0.65
JMFINANCIL,JM FINANCIAL LIMITED,12983672,21025.39
JNKINDIA,JNK INDIA LIMITED,164069,546.07
JOCIL,JOCIL LIMITED,0,0.00
JPOLYINVST,JIND POL INV & FIN CO LTD,4496,43.12
JPPOWER,JAIPRAKASH POWER VEN. LTD,92382627,18726.50
JSFB,JANA SMALL FIN BANK LTD,530890,2593.08
JSL,JINDAL STAINLESS LIMITED,586532,4481.30
JSLL,JEENA SIKHO LIFECARE LTD,364774,2717.49
JSWCEMENT,JSW CEMENT LIMITED,4071355,5635.14
JSWENERGY,JSW ENERGY LIMITED,5561814,29634.59
JSWHL,JSW HOLDINGS LIMITED,864,151.24
JSWINFRA,JSW INFRASTRUCTURE LTD,4428274,13387.66
JSWSTEEL,JSW STEEL LIMITED,554880,6242.21
JTEKTINDIA,JTEKT INDIA LIMITED,460224,802.66
JTLIND,JTL INDUSTRIES LIMITED,16107031,12046.15
JUBLCPL,JUBILANT AGRI N CON PRO L,11,0.26
JUBLFOOD,JUBILANT FOODWORKS LTD,2307858,14761.64
JUBLINGREA,JUBILANT INGREVIA LIMITED,913672,6702.36
JUBLPHARMA,JUBILANT PHARMOVA LTD,540988,6067.17
JUNIORBEES,NIP IND ETF JUNIOR BEES,694419,5143.16
JUNIPER,JUNIPER HOTELS LIMITED,172600,510.12
JUSTDIAL,JUSTDIAL LTD.,984376,8818.03
JWL,JUPITER WAGONS LIMITED,4665531,17243.25
JYOTHYLAB,JYOTHY LABS LIMITED,1345034,4743.79
JYOTICNC,JYOTI CNC AUTOMATION LTD,715428,7568.76
JYOTISTRUC,JYOTI STRUCTURES LTD,25874870,4179.89
KABRAEXTRU,KABRA EXTRUSION TECHNIK L,21346,52.43
KAJARIACER,KAJARIA CERAMICS LTD,634447,7398.76
KAKATCEM,KAKATIYA CEM SUGAR &IND L,136,0.32
KALAMANDIR,SAI SILKS (KALAMANDIR) L,3989407,7396.67
KALPATARU,KALPATARU LIMITED,28330,110.26
KALYANKJIL,KALYAN JEWELLERS IND LTD,4559452,24134.29
KAMATHOTEL,KAMAT HOTELS (I) LTD,100244,282.77
KAMDHENU,KAMDHENU LIMITED,7065901,2183.07
KANORICHEM,KANORIA CHEMICALS & INDUS,8510,9.66
KANSAINER,KANSAI NEROLAC PAINTS LTD,1121058,2858.61
KAPSTON,KAPSTON SERVICES LIMITED,12581,41.58
KARURVYSYA,KARUR VYSYA BANK LTD,1733657,3971.71
KAYNES,KAYNES TECHNOLOGY IND LTD,1024356,66914.39
KCP,KCP LTD,1232443,2659.33
KCPSUGIND,KCP SUGAR IND CORP LTD.,7969,2.79
KDDL,KDDL LIMITED,30478,825.15
KEC,KEC INTL. LIMITED,2530921,20626.50
KECL,KIRLOSKAR ELECTRIC CO LTD,280062,370.33
KEI,KEI INDUSTRIES LTD.,171911,6935.02
KELLTONTEC,KELLTON TECH SOL LTD,6208645,1503.87
KERNEX,KERNEX MICROSYS(I) LTD,166632,2135.30
KESORAMIND,KESORAM INDUSTRIES LTD,198003,11.41
KFINTECH,KFIN TECHNOLOGIES LIMITED,2029037,23742.79
KHADIM,KHADIM INDIA LIMITED,9811,28.22
KHAICHEM,KHAITAN CHEM & FERT LTD,1155131,1335.94
KICL,KALYANI INVEST CO LTD,289,16.29
KILITCH,KILITCH DRUGS INDIA LTD,2398,9.31
KIMS,KRISHNA INST OF MED SCI L,607598,4276.37
KINGFA,KINGFA SCI & TEC IND LTD.,161,7.01
KIOCL,KIOCL LIMITED,69772,335.94
KIRIINDUS,KIRI INDUSTRIES LIMITED,2898857,17325.17
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,193075,3936.29
KIRLOSENG,KIRLOSKAR OIL ENG LTD,277212,2706.72
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,30390,1191.14
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,140007,1764.94
KITEX,KITEX GARMENTS LTD,597073,1266.40
KKCL,KEWAL KIRAN CLOTHING LTD,195917,999.29
KMEW,KNOWLEDGE MARINE & EN W L,59311,1443.77
KMSUGAR,K M SUGAR MILLS LTD,5101,1.50
KNRCON,KNR CONSTRU LTD.,6680907,14278.55
KOHINOOR,KOHINOOR FOODS LIMITED,2408,0.85
KOKUYOCMLN,KOKUYO CAMLIN LIMITED,153833,188.98
KOLTEPATIL,KOLTE PATIL DEV. LTD.,327818,1443.74
KOPRAN,KOPRAN LTD,409605,702.39
KOTAKBANK,KOTAK MAHINDRA BANK LTD,733158,15488.37
KOTARISUG,KOTHARI SUG & CHEM LTD.,22127,7.60
KOTHARIPET,KOTHARI PETROCHEM LTD,97025,155.84
KOVAI,KOVAI MEDICAL CENTER & HO,50,3.15
KPEL,K.P. ENERGY LIMITED,570797,2512.90
KPIGREEN,KPI GREEN ENERGY LIMITED,2107674,10269.44
KPIL,KALPATARU PROJECT INT LTD,317074,3977.86
KPITTECH,KPIT TECHNOLOGIES LIMITED,1647394,21555.43
KPRMILL,KPR MILL LTD.,618580,6870.74
KRBL,KRBL LIMITED,1252820,4879.37
KRISHANA,KRISHANA PHOSCHEM LIMITED,129037,682.54
KRITINUT,KRITI NUTRIENTS LIMITED,213,0.19
KRN,KRN HEAT EXCHANGE N REF L,767295,6580.71
KRONOX,KRONOX LAB SCIENCES LTD,194331,340.67
KROSS,KROSS LIMITED,913728,1842.01
KRSNAA,KRSNAA DIAGNOSTICS LTD,163935,1329.51
KRYSTAL,KRYSTAL INTEGRATED SER L,35274,221.78
KSB,KSB LIMITED,166396,1354.41
KSCL,KAVERI SEED CO. LTD.,340379,3898.91
KSL,KALYANI STEELS LIMITED,248298,2151.21
KSOLVES,KSOLVES INDIA LIMITED,36961,123.79
KTKBANK,KARNATAKA BANK LIMITED,23559597,44522.35
KUANTUM,KUANTUM PAPERS LIMITED,296404,357.76
LAGNAM,LAGNAM SPINTEX LIMITED,30,0.03
LALPATHLAB,DR. LAL PATH LABS LTD.,64144,2036.89
LAMBODHARA,LAMBODHARA TEXTILES LTD.,13804,19.69
LANCORHOL,LANCOR HOLDINGS LIMITED,5500,1.43
LANDMARK,LANDMARK CARS LIMITED,103647,627.51
LAOPALA,LA OPALA RG LIMITED,290187,790.76
LATENTVIEW,LATENT VIEW ANALYTICS LTD,644741,2938.44
LAURUSLABS,LAURUS LABS LIMITED,4562024,36139.23
LAXMIDENTL,LAXMI DENTAL LIMITED,272165,945.50
LAXMIINDIA,LAXMI INDIA FINANCE LTD,534265,808.36
LEMONTREE,LEMON TREE HOTELS LTD,8027131,13033.63
LGBBROSLTD,LG BALAKRISHNAN & BROS,69089,1099.97
LGEINDIA,LG ELECTRONICS INDIA LTD,521187,8599.57
LGHL,LAXMI GOLDORNA HOUSE LTD,252,0.79
LIBERTSHOE,LIBERTY SHOES LTD,28777,94.28
LICHSGFIN,LIC HOUSING FINANCE LTD,3686475,21882.83
LICI,LIFE INSURA CORP OF INDIA,3389416,30929.00
LICMFGOLD,LIC MF - LIC GOLD ETF,14179,1509.35
LICNETFGSC,LICNAMC - LICNMFET,30570,8.73
LICNETFN50,LICNAMC - LICNFENGP,1479,4.23
LICNFNHGP,LICNAMC - LICNFNHGP,1,0.00
LICNMID100,LICNAMC - LICNMID100,124,0.07
LIKHITHA,LIKHITHA INFRASTRUC LTD,221596,639.24
LINC,LINC LIMITED,12834,24.38
LINCOLN,LINCOLN PHARMA LTD,118342,715.36
LINDEINDIA,LINDE INDIA LIMITED,154882,10116.43
LIQGRWBEES,NIPPONAMC - LIQGRWBEES,1,0.01
LIQUID,MIRAEAMC - LIQUID,17193,171.93
LIQUID1,KOTAKMAMC - KOTAKLIQ,137,1.47
LIQUIDADD,DSPAMC - LIQUIDADD,5419,59.65
LIQUIDBEES,NIP IND ETF LIQUID BEES,12997,129.97
LIQUIDBETF,BFAM - LIQUIDBETF,812,8.58
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,31155,34.63
LIQUIDETF,DSP LIQUID ETF,242,2.42
LIQUIDIETF,ICICIPRAMC - ICICILIQ,70,0.70
LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,26,0.27
LIQUIDSBI,SBIAMC - LIQUIDSBI,511,5.11
LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,10,0.11
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,18679263,12130.76
LLOYDSENT,LLOYDS ENTERPRISES LTD,38773635,25596.74
LLOYDSME,LLOYDS METALS N ENERGY L,1794351,23421.83
LMW,LMW LIMITED,20278,3074.55
LODHA,LODHA DEVELOPERS LIMITED,1683409,21604.41
LOKESHMACH,LOKESH MACHINES LTD,11246,23.46
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,2267647,4227.67
LOVABLE,LOVABLE LINGERIE LTD,6029,7.68
LOWVOL1,KOTAKMAMC - KOTAKLOVOL,7141,1.56
LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,749619,167.38
LT,LARSEN & TOUBRO LTD.,680539,25532.46
LTF,L&T FINANCE LIMITED,3680238,8872.01
LTFOODS,LT FOODS LIMITED,1334103,5812.10
LTGILTBEES,NIP IND ETF LONGTERM GILT,169326,49.20
LTGILTCASE,ZERODHAAMC - LTGILTCASE,4,0.00
LTIM,LTIMINDTREE LIMITED,101840,5771.74
LTTS,L&T TECHNOLOGY SER. LTD.,211019,9408.05
LUMAXIND,LUMAX INDUSTRIES LTD,10299,489.43
LUMAXTECH,LUMAX AUTO TECH LTD,127844,1563.33
LUPIN,LUPIN LIMITED,440350,8870.93
LUXIND,LUX INDUSTRIES LIMITED,172140,2565.74
LXCHEM,LAXMI ORGANIC INDUS LTD,2616782,5778.30
LYKALABS,LYKA LABS LTD,19548,24.44
M&M,MAHINDRA & MAHINDRA LTD,744018,26429.95
M&MFIN,M&M FIN. SERVICES LTD,1739278,5286.55
MAANALU,MAAN ALUMINIUM LIMITED,49027,68.26
MADRASFERT,MADRAS FERTILISERS LTD,457984,426.35
MAFANG,MIRAEAMC - MAFANG,856388,1392.89
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,15108,103.95
MAGNUM,MAGNUM VENTURES LTD.,11148,3.50
MAHABANK,BANK OF MAHARASHTRA,43474520,25113.64
MAHEPC,MAHINDRA EPC IRRIG LTD,60475,96.19
MAHESHWARI,MAHESHWARI LOGISTICS LTD.,4650,2.87
MAHKTECH,MIRAEAMC - MAHKTECH,3608248,994.08
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,919599,4081.01
MAHLOG,MAHINDRA LOGISTIC LIMITED,516711,1820.94
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,7147,965.27
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,1020763,6868.55
MAITHANALL,MAITHAN ALLOYS LTD,235905,2648.43
MAKEINDIA,MIRAEAMC - MAMFGETF,31418,47.32
MALLCOM,MALLCOM (INDIA) LIMITED,4278,57.51
MAMATA,MAMATA MACHINERY LIMITED,610214,2846.94
MANAKCOAT,MAN COAT METAL & IND LTD,176237,273.81
MANAKSIA,MANAKSIA LTD.,17188,14.68
MANALIPETC,MANALI PETROCHEMICALS LT,615075,464.71
MANAPPURAM,MANAPPURAM FINANCE LTD,4225248,11312.46
MANBA,MANBA FINANCE LIMITED,195644,283.49
MANCREDIT,MANGAL CREDIT N FINCORP L,47815,85.83
MANGALAM,MANGALAM DRUG & CHEM LTD,5400,4.81
MANGCHEFER,MANG.CHEM.FERT.LTD,33716,116.79
MANGLMCEM,MANGALAM CEMENT LTD,1046962,7970.37
MANINDS,MAN INDUSTRIES (I) LTD.,569083,2331.80
MANINFRA,MAN INFRA LTD,2144582,3508.64
MANKIND,MANKIND PHARMA LIMITED,371382,8992.92
MANORAMA,MANORAMA INDUSTRIES LTD,297100,4282.58
MANYAVAR,VEDANT FASHIONS LIMITED,784472,5776.01
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,199930,3747.91
MARALOVER,MARAL OVERSEAS LTD,1027,0.54
MARATHON,MARATHON NXTGEN REALT LTD,1683642,10597.05
MARICO,MARICO LIMITED,286209,2084.51
MARINE,MARINE ELECTRICAL (I) LTD,192223,455.08
MARKOLINES,MARKOLINES PAVEMENT TEC L,33,0.05
MARKSANS,MARKSANS PHARMA LIMITED,4478917,9053.90
MARUTI,MARUTI SUZUKI INDIA LTD.,100135,15492.85
MASFIN,MAS FINANCIAL SERV LTD,325811,996.48
MASPTOP50,MIRAEAMC - MASPTOP50,535393,351.20
MASTEK,MASTEK LTD,437603,10520.15
MASTERTR,MASTER TRUST LIMITED,744032,974.93
MATRIMONY,MATRIMONY.COM LIMITED,19100,103.29
MAWANASUG,MAWANA SUGARS LIMITED,11136,11.60
MAXESTATES,MAX ESTATES LIMITED,283212,1402.42
MAXHEALTH,MAX HEALTHCARE INS LTD,877108,10280.75
MAXIND,MAX INDIA LIMITED,28272,60.53
MAYURUNIQ,MAYUR UNIQUOTERS LTD,176794,965.27
MAZDA,MAZDA LIMITED,29841,87.15
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,3959098,119183.37
MBAPL,MADHYA BHARAT AGRO P. LTD,157909,662.53
MBEL,M AND B ENGINEERING LTD,331831,1502.33
MBLINFRA,MBL INFRASTRUCTURE LTD,131917,57.01
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,50822,17.23
MCLOUD,MAGELLANIC CLOUD LIMITED,6429808,4200.64
MCX,MULTI COMMODITY EXCHANGE,333546,30318.78
MEDANTA,GLOBAL HEALTH LIMITED,316865,4103.46
MEDIASSIST,MEDI ASSIST HEALTH SER L,257366,1347.12
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,14251,69.06
MEDICO,MEDICO REMEDIES LIMITED,2595,1.08
MEDPLUS,MEDPLUS HEALTH SERV LTD,447096,3620.98
MEGASOFT,MEGASOFT LTD,12187,26.23
MEGASTAR,MEGASTAR FOODS LIMITED,40,0.12
MEIL,MANGAL ELECTRICAL IND L,48331,218.97
MENONBE,MENON BEARINGS LIMITED,10187,14.37
METAL,MIRAEAMC - METAL,1175750,122.70
METALIETF,ICICIPRAMC - METALIETF,11901029,1255.84
METROBRAND,METRO BRANDS LIMITED,57675,701.22
METROPOLIS,METROPOLIS HEALTHCARE LTD,100254,2040.35
MFSL,MAX FINANCIAL SERV LTD,124117,2044.61
MGEL,MANGALAM GLOBAL ENT LTD,1233707,206.19
MGL,MAHANAGAR GAS LTD.,768378,10471.49
MHLXMIRU,MAHALAXMI RUBTECH LIMITED,3,0.01
MHRIL,MAHINDRA HOLIDAYS LTD,312510,1110.77
MICEL,MIC ELECTRONICS LTD,1376005,881.72
MID150,KOTAKMAMC - MID150,4613,1.02
MID150BEES,NIP IND ETF MIDCAP 150,1160475,2600.81
MID150CASE,ZERODHAAMC - MID150CASE,1811875,199.00
MIDCAP,KOTAKMAMC - KOTAKMID50,62825,107.23
MIDCAPETF,MIRAEAMC - MAM150ETF,6665785,1472.04
MIDCAPIETF,ICICIPRAMC - ICICIM150,4709319,1053.19
MIDHANI,MISHRA DHATU NIGAM LTD,2810260,11354.92
MIDQ50ADD,DSPAMC - DSPQ50ETF,30628,77.73
MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,553877,100.04
MIDSMALL,MIRAEAMC - MIDSMALL,705394,347.54
MINDACORP,MINDA CORPORATION LTD,473119,2693.22
MINDTECK,MINDTECK (INDIA) LIMITED,31932,87.85
MIRCELECTR,MIRC ELECTRONICS LTD,326,0.06
MIRZAINT,MIRZA INTERNATIONAL LIMIT,287962,117.73
MITTAL,MITTAL LIFE STYLE LIMITED,52266,0.72
MMFL,MM FORGINGS LTD,250085,901.58
MMP,MMP INDUSTRIES LIMITED,39751,111.31
MMTC,MMTC LIMITED,3636531,2555.64
MNC,KOTAKMAMC - KOTAKMNC,172737,53.62
MOALPHA50,MOTILALAMC - MOALPHA50,40,0.02
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,2772138,7793.77
MOCAPITAL,MOTILALAMC - MOCAPITAL,1084066,504.06
MODEFENCE,MOTILALAMC - MODEFENCE,6746591,6041.32
MODISONLTD,MODISON LIMITED,44446,75.27
MOGOLD,MOTILALAMC - MOGOLD,30742,37.94
MOGSEC,MOTILALAMC - G5,1320,0.82
MOHEALTH,MOTILALAMC - MOHEALTH,59840,27.03
MOIL,MOIL LIMITED,3274556,12379.42
MOINFRA,MOTILALAMC - MOINFRA,106,0.06
MOKSH,MOKSH ORNAMENTS LIMITED,704123,99.72
MOL,MEGHMANI ORGANICS LIMITED,4751997,4084.21
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,36308,77.29
MOLDTKPAC,MOLD-TEK PACKAGING LTD,165961,1189.16
MOLOWVOL,MOTILALAMC - MOLOWVOL,3981,1.53
MOM100,MOTILAL OS MIDCAP100 ETF,1113947,703.74
MOM30IETF,ICICIPRAMC - ICICIMOM30,1969461,641.87
MOM50,MOTILAL OSWAL M50 ETF,8738,22.85
MOMENTUM,BIRLASLAMC - MOMENTUM,47163,14.95
MOMENTUM50,MOTILALAMC - MOMENTUM50,1443606,753.50
MOMIDMTM,MOTILALAMC - MOMIDMTM,1313,0.82
MOMOMENTUM,MOTILALAMC - MOMOMENTUM,239183,163.81
MON100,MOTILAL OS NASDAQ100 ETF,2267828,5237.83
MON50EQUAL,MOTILALAMC - MON50EQUAL,43,0.01
MONARCH,MONARCH NETWORTH CAP LTD,344872,1231.65
MONEXT50,MOTILALAMC - MONEXT50,8,0.01
MONIFTY500,MOTILALAMC - MONIFTY500,508131,120.73
MONQ50,MOTILALAMC - MONQ50,596069,582.56
MONTECARLO,MONTE CARLO FASHIONS LTD.,43550,327.35
MOQUALITY,MOTILALAMC - MOQUALITY,320,0.62
MOREALTY,MOTILALAMC - MOREALTY,2823601,2639.63
MOREPENLAB,MOREPEN LAB. LTD,13920545,8093.67
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,1923792,4511.46
MOSILVER,MOTILALAMC - MOSILVER,27800,47.89
MOSMALL250,MOTILALAMC - MOSMALL250,2795061,481.65
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,14991879,16182.60
MOTILALOFS,MOTILAL OSWAL FIN LTD,1462982,13613.75
MOTISONS,MOTISONS JEWELLERS LTD,5644499,1049.04
MOVALUE,MOTILALAMC - MOVALUE,184766,197.73
MPHASIS,MPHASIS LIMITED,198292,5595.37
MPSLTD,MPS LIMITED,96315,2189.93
MRF,MRF LTD,4485,6466.39
MRPL,MRPL,7689403,13082.84
MSCIINDIA,KOTAKMAMC - MSCIINDIA,13040,3.74
MSPL,MSP STEEL & POWER LTD.,1030294,364.69
MSTCLTD,MSTC LIMITED,1338017,7493.84
MSUMI,MOTHERSON SUMI WRNG IND L,8411835,3871.05
MTARTECH,MTAR TECHNOLOGIES LIMITED,310947,7170.20
MTNL,MAHANAGAR TELEPHONE NIGAM,6236676,2957.73
MUFIN,MUFIN GREEN FINANCE LTD,1897865,2116.94
MUFTI,CREDO BRANDS MARKETING L,457643,584.97
MUKANDLTD,MUKAND LTD.,439688,635.34
MUKKA,MUKKA PROTEINS LIMITED,516042,154.15
MULTICAP,MIRAEAMC - MULTICAP,85631,13.55
MUNJALAU,MUNJAL AUTO IND. LTD.,519867,510.78
MUNJALSHOW,MUNJAL SHOWA LTD,103631,150.44
MURUDCERA,MURUDESHWAR CERAMICS LTD,6575,3.20
MUTHOOTCAP,MUTHOOT CAP SERV LTD,20787,63.91
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,96062,3191.42
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,620261,1004.16
MVGJL,MANOJ VAIBHAV GEM N JEW L,220325,487.07
MWL,MANGALAM WORLDWIDE LTD,6885,15.70
NACLIND,NACL INDUSTRIES LIMITED,2882,2.92
NAGAFERT,NAGARJUN FERT AND CHE LTD,55922,3.39
NAHARINDUS,NAHAR INDS ENT LTD,12700,16.73
NAHARPOLY,NAHAR POLY FILMS LIMITED,7150,20.42
NAHARSPING,NAHAR SPINNING MILLS LTD.,88277,205.24
NAM-INDIA,NIPPON L I A M LTD,756469,6406.97
NATCAPSUQ,NATURAL CAPSULES LIMITED,200,0.45
NATCOPHARM,NATCO PHARMA LTD.,2239843,21845.26
NATHBIOGEN,NATH BIO-GENES (I) LTD,2545,5.44
NATIONALUM,NATIONAL ALUMINIUM CO LTD,7415342,16407.70
NAUKRI,INFO EDGE (I) LTD,548668,7811.26
NAVA,NAVA LIMITED,2091994,12367.39
NAVINFLUOR,NAVIN FLUORINE INT. LTD,55192,2833.08
NAVKARCORP,NAVKAR CORPORATION LTD.,1887741,2287.18
NAVNETEDUL,NAVNEET EDUCATION LTD,715397,1122.22
NAZARA,NAZARA TECHNOLOGIES LTD,31742378,90985.40
NBCC,NBCC (INDIA) LIMITED,20406765,23150.98
NCC,NCC LIMITED,15162699,33197.03
NCLIND,NCL INDUSTRIES LIMITED,419554,892.77
NDL,NANDAN DENIM LIMITED,391273,14.57
NDRAUTO,NDR AUTO COMPONENTS LTD,36937,376.11
NDTV,NDTV LTD,91837,89.81
NECCLTD,NORTH EAST CARRY CORP LTD,11832,2.56
NECLIFE,NECTAR LIFESCIENCES LTD.,25492,5.03
NELCAST,NELCAST LIMITED,81866,121.15
NELCO,NELCO LTD,515516,4799.55
NEOGEN,NEOGEN CHEMICALS LIMITED,199266,2928.56
NESCO,NESCO LTD.,245513,3042.92
NESTLEIND,NESTLE INDIA LIMITED,494316,6126.38
NETF,TATAAML - NETF,6052,16.33
NETWEB,NETWEB TECH INDIA LTD,508856,17937.05
NETWORK18,NETWORK18 MEDIA & INV LTD,21136771,11581.69
NEULANDLAB,NEULAND LAB LTD.,57642,8853.60
NEWGEN,NEWGEN SOFTWARE TECH LTD,1173474,12004.35
NEXT30ADD,DSPAMC - NEXT30ADD,2940,1.16
NEXT50,MIRAEAMC - MANXT50,16627,117.10
NEXT50IETF,ICICIPRAMC - ICICINXT50,940973,687.03
NFL,NATIONAL FERT. LTD,9049213,9387.06
NH,NARAYANA HRUDAYALAYA LTD.,479547,9135.53
NHPC,NHPC LTD,38080188,33895.86
NIACL,THE NEW INDIA ASSU CO LTD,3382303,7076.50
NIBE,NIBE LIMITED,35524,447.24
NIF100BEES,NIP IND ETF NIFTY 100,24803,67.58
