SEBI REPORT AS ON Reporting date 10-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
INDUSTOWER,INDUS TOWERS LIMITED,3813361,13512.23
INFIBEAM,INFIBEAM AVENUES LIMITED,19879538,3882.46
INFOBEAN,INFOBEANS TECHNO. LTD.,18588,114.80
INFRABEES,NIP IND ETF INFRA BEES,10242,97.26
INFRAIETF,ICICIPRAMC - ICICIINFRA,147206,139.49
INFY,INFOSYS LIMITED,5910641,90298.57
INGERRAND,INGERSOLL-RAND INDIA LTD,68775,2431.64
INNOVACAP,INNOVA CAPTAB LIMITED,82072,709.17
INNOVANA,INNOVANA THINKLABS LTD,8,0.04
INOXGREEN,INOX GREEN ENERGY SER LTD,7085263,17748.75
INOXINDIA,INOX INDIA LIMITED,126704,1540.64
INOXWIND,INOX WIND LIMITED,19871515,33387.28
INSECTICID,INSECTICIDES (I) LTD,105228,867.76
INTELLECT,INTELLECT DESIGN ARENA,681333,7397.13
INTERARCH,INTERARCH BLDNG SOLTN LTD,83630,1938.87
INTERNET,MIRAEAMC - INTERNET,14909,2.15
INTLCONV,INTL CONVEYORS LIMITED,309839,311.41
INVENTURE,INVENTURE GRO & SEC LTD,61083,1.67
IOB,INDIAN OVERSEAS BANK,31632067,13470.50
IOC,INDIAN OIL CORP LTD,12657454,19110.66
IOLCP,IOL CHEM AND PHARMA LTD,6314712,6452.28
IONEXCHANG,ION EXCHANGE (INDIA) LTD,814459,4087.08
IPCALAB,IPCA LABORATORIES LTD,163415,2299.13
IPL,INDIA PESTICIDES LIMITED,1014219,2170.52
IRB,IRB INFRA DEV LTD.,55254585,27491.99
IRCON,IRCON INTERNATIONAL LTD,16941133,33847.02
IRCTC,INDIAN RAIL TOUR CORP LTD,3129057,24791.13
IREDA,INDIAN RENEWABLE ENERGY,23964417,39781.20
IRFC,INDIAN RAILWAY FIN CORP L,46826284,65129.00
IRIS,IRIS BUSINESS SERV LTD,35,0.13
IRMENERGY,IRM ENERGY LIMITED,271486,965.23
ISFT,INTRASOFT TECH. LTD,243820,265.86
ISGEC,ISGEC HEAVY ENG LTD,190420,2031.19
IT,KOTAKMAMC - KOTAKIT,284038,111.69
ITBEES,NIP IND ETF IT,20154395,8000.64
ITC,ITC LTD,9272163,39054.41
ITCHOTELS,ITC HOTELS LIMITED,8149635,18318.25
ITDC,INDIA TOUR. DEV. CO. LTD.,198162,1295.47
ITETF,MIRAEAMC - ITETF,583605,219.03
ITETFADD,DSPAMC - DSPITETF,17759,6.60
ITI,ITI LTD,1076015,3654.38
ITIETF,ICICIPRAMC - ICICITECH,1405783,561.24
IVALUE,IVALUE INFOSOLUTIONS LTD,128091,365.05
IVC,IL&FS INVESTMENT MANAGERS,243353,26.78
IVP,IVP LTD,1450,2.41
IVZINGOLD,INVESCO INDIA GOLD ETF,239,25.03
IWEL,INOX WIND ENERGY LIMITED,5,0.48
IXIGO,LE TRAVENUES TECHNOLOGY L,1620820,4723.95
IZMO,IZMO LIMITED,120,1.39
J&KBANK,J & K BANK LTD.,18514084,19948.12
JAGRAN,JAGRAN PRAKASHAN LIMITED,753420,556.99
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,123880,303.70
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,9294519,10814.91
JAICORPLTD,JAI CORP LIMITED,2160278,3676.30
JAINREC,JAIN RESOURCE RECYCLING L,240173,937.70
JAMNAAUTO,JAMNA AUTO IND LTD,6259193,6632.71
JARO,JARO INS OF TEC MG N RE L,2610,16.27
JASH,JASH ENGINEERING LIMITED,268768,1472.28
JAYAGROGN,JAYANT AGRO ORGANICS LTD,13559,37.12
JAYBARMARU,JAY BHARAT MARUTI LTD,16326,14.00
JAYNECOIND,JAYASWAL NECO INDUSTR LTD,7828981,5111.61
JAYSREETEA,JAYSHREE TEA & INDUSTRIES,38608,41.65
JBCHEPHARM,J B CHEMICALS AND PHARMA,42092,734.14
JBMA,JBM AUTO LIMITED,2612637,17975.17
JCHAC,JOHNSON CONTROLS HITACHI,87591,1593.30
JGCHEM,J.G.CHEMICALS LIMITED,306919,1427.05
JINDALPHOT,JINDAL PHOTO LIMITED,50,0.79
JINDALPOLY,JINDAL POLY FILMS LIMITED,222241,1383.50
JINDALSAW,JINDAL SAW LIMITED,10422185,22175.51
JINDALSTEL,JINDAL STEEL LIMITED,298264,3038.11
JINDRILL,JINDAL DRILLING IND. LTD,496528,3281.97
JINDWORLD,JINDAL WORLDWIDE LTD,2670428,1231.87
JIOFIN,JIO FIN SERVICES LTD,49230374,151223.12
JISLJALEQS,JAIN IRRIGATION SYSTEMS,16375177,9539.55
JITFINFRA,JITF INFRALOGISTICS LTD,631,2.75
JKCEMENT,JK CEMENT LIMITED,67779,4275.57
JKIL,JKUMAR INFR.LTD.,515270,3568.49
JKLAKSHMI,JK LAKSHMI CEMENT LTD,324250,2895.32
JKPAPER,JK PAPER LIMITED,908377,3721.07
JKTYRE,JK TYRE & INDUSTRIES LTD,851132,3432.11
JLHL,JUPITER LIFE LINE HOSP L,14884,224.05
JMA,JULLUNDUR MOT AGENCY LTD,1000,0.91
JMFINANCIL,JM FINANCIAL LIMITED,12185379,20142.96
JNKINDIA,JNK INDIA LIMITED,145426,495.73
JOCIL,JOCIL LIMITED,0,0.00
JPOLYINVST,JIND POL INV & FIN CO LTD,4428,42.46
JPPOWER,JAIPRAKASH POWER VEN. LTD,85159295,17025.86
JSFB,JANA SMALL FIN BANK LTD,383979,1918.69
JSL,JINDAL STAINLESS LIMITED,699050,5343.78
JSLL,JEENA SIKHO LIFECARE LTD,257917,1977.65
JSWCEMENT,JSW CEMENT LIMITED,3627943,5167.47
JSWENERGY,JSW ENERGY LIMITED,4835812,26151.33
JSWHL,JSW HOLDINGS LIMITED,823,143.40
JSWINFRA,JSW INFRASTRUCTURE LTD,3942706,12125.91
JSWSTEEL,JSW STEEL LIMITED,355497,3921.07
JTEKTINDIA,JTEKT INDIA LIMITED,502282,878.26
JTLIND,JTL INDUSTRIES LIMITED,15290120,11528.89
JUBLCPL,JUBILANT AGRI N CON PRO L,47,1.25
JUBLFOOD,JUBILANT FOODWORKS LTD,2313676,14828.96
JUBLINGREA,JUBILANT INGREVIA LIMITED,974356,7138.85
JUBLPHARMA,JUBILANT PHARMOVA LTD,496987,5573.08
JUNIORBEES,NIP IND ETF JUNIOR BEES,498529,3673.54
JUNIPER,JUNIPER HOTELS LIMITED,157333,481.65
JUSTDIAL,JUSTDIAL LTD.,1015920,9109.49
JWL,JUPITER WAGONS LIMITED,4625621,17312.14
JYOTHYLAB,JYOTHY LABS LIMITED,1361412,4823.48
JYOTICNC,JYOTI CNC AUTOMATION LTD,976263,10038.81
JYOTISTRUC,JYOTI STRUCTURES LTD,23809173,3999.28
KABRAEXTRU,KABRA EXTRUSION TECHNIK L,7025,19.49
KAJARIACER,KAJARIA CERAMICS LTD,577763,6787.04
KAKATCEM,KAKATIYA CEM SUGAR &IND L,136,0.32
KALAMANDIR,SAI SILKS (KALAMANDIR) L,4619534,8868.98
KALPATARU,KALPATARU LIMITED,28081,110.20
KALYANKJIL,KALYAN JEWELLERS IND LTD,4236994,22604.36
KAMATHOTEL,KAMAT HOTELS (I) LTD,202430,585.02
KAMDHENU,KAMDHENU LIMITED,7017364,2174.23
KANORICHEM,KANORIA CHEMICALS & INDUS,8460,9.62
KANSAINER,KANSAI NEROLAC PAINTS LTD,1122220,2873.63
KAPSTON,KAPSTON SERVICES LIMITED,1120,3.23
KARURVYSYA,KARUR VYSYA BANK LTD,1796039,4088.97
KAYNES,KAYNES TECHNOLOGY IND LTD,822856,55297.98
KCP,KCP LTD,1286397,2794.58
KCPSUGIND,KCP SUGAR IND CORP LTD.,8423,2.95
KDDL,KDDL LIMITED,29432,801.78
KEC,KEC INTL. LIMITED,2036387,17334.68
KECL,KIRLOSKAR ELECTRIC CO LTD,289786,383.34
KEI,KEI INDUSTRIES LTD.,203046,8200.51
KELLTONTEC,KELLTON TECH SOL LTD,5715093,1430.33
KERNEX,KERNEX MICROSYS(I) LTD,114992,1451.60
KESORAMIND,KESORAM INDUSTRIES LTD,159838,9.35
KFINTECH,KFIN TECHNOLOGIES LIMITED,1831290,21666.34
KHADIM,KHADIM INDIA LIMITED,8844,26.26
KHAICHEM,KHAITAN CHEM & FERT LTD,1093738,1310.58
KICL,KALYANI INVEST CO LTD,179,10.76
KILITCH,KILITCH DRUGS INDIA LTD,2191,8.67
KIMS,KRISHNA INST OF MED SCI L,523713,3736.82
KINGFA,KINGFA SCI & TEC IND LTD.,165,7.19
KIOCL,KIOCL LIMITED,89399,428.28
KIRIINDUS,KIRI INDUSTRIES LIMITED,2844985,17124.70
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,194195,3989.88
KIRLOSENG,KIRLOSKAR OIL ENG LTD,360528,3407.31
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,29798,1173.19
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,144327,1824.02
KITEX,KITEX GARMENTS LTD,505188,1050.00
KKCL,KEWAL KIRAN CLOTHING LTD,191248,975.74
KMEW,KNOWLEDGE MARINE & EN W L,62913,1501.15
KMSUGAR,K M SUGAR MILLS LTD,4076,1.20
KNRCON,KNR CONSTRU LTD.,6594804,14524.02
KOHINOOR,KOHINOOR FOODS LIMITED,2339,0.86
KOKUYOCMLN,KOKUYO CAMLIN LIMITED,157601,194.22
KOLTEPATIL,KOLTE PATIL DEV. LTD.,328803,1448.06
KOPRAN,KOPRAN LTD,406784,732.55
KOTAKBANK,KOTAK MAHINDRA BANK LTD,497107,10537.23
KOTARISUG,KOTHARI SUG & CHEM LTD.,21052,7.29
KOTHARIPET,KOTHARI PETROCHEM LTD,84125,138.79
KOTHARIPRO,KOTHARI PRODUCTS LTD,1488,1.35
KOVAI,KOVAI MEDICAL CENTER & HO,50,3.15
KPEL,K.P. ENERGY LIMITED,532646,2377.52
KPIGREEN,KPI GREEN ENERGY LIMITED,1832020,9046.50
KPIL,KALPATARU PROJECT INT LTD,265423,3350.20
KPITTECH,KPIT TECHNOLOGIES LIMITED,1738761,22707.08
KPRMILL,KPR MILL LTD.,283987,3193.31
KRBL,KRBL LIMITED,1596813,6127.87
KRISHANA,KRISHANA PHOSCHEM LIMITED,127013,672.40
KRITINUT,KRITI NUTRIENTS LIMITED,753,0.67
KRN,KRN HEAT EXCHANGE N REF L,973287,8288.42
KRONOX,KRONOX LAB SCIENCES LTD,205526,361.41
KROSS,KROSS LIMITED,910008,1884.10
KRSNAA,KRSNAA DIAGNOSTICS LTD,228318,1877.25
KRYSTAL,KRYSTAL INTEGRATED SER L,38743,251.18
KSB,KSB LIMITED,157304,1294.11
KSCL,KAVERI SEED CO. LTD.,351814,4110.88
KSL,KALYANI STEELS LIMITED,248785,2166.01
KSOLVES,KSOLVES INDIA LIMITED,35007,118.49
KTKBANK,KARNATAKA BANK LIMITED,16263620,30225.88
KUANTUM,KUANTUM PAPERS LIMITED,303987,367.67
LALPATHLAB,DR. LAL PATH LABS LTD.,68758,2173.66
LAMBODHARA,LAMBODHARA TEXTILES LTD.,13809,19.70
LANCORHOL,LANCOR HOLDINGS LIMITED,17730,4.98
LANDMARK,LANDMARK CARS LIMITED,102408,631.84
LAOPALA,LA OPALA RG LIMITED,300037,822.90
LATENTVIEW,LATENT VIEW ANALYTICS LTD,743140,3325.73
LAURUSLABS,LAURUS LABS LIMITED,4465517,34697.76
LAXMIDENTL,LAXMI DENTAL LIMITED,258388,928.95
LAXMIINDIA,LAXMI INDIA FINANCE LTD,348702,565.56
LEMONTREE,LEMON TREE HOTELS LTD,6901858,11383.27
LGBBROSLTD,LG BALAKRISHNAN & BROS,57451,863.91
LGEINDIA,LG ELECTRONICS INDIA LTD,451275,7419.01
LGHL,LAXMI GOLDORNA HOUSE LTD,92,0.36
LIBERTSHOE,LIBERTY SHOES LTD,20804,71.21
LICHSGFIN,LIC HOUSING FINANCE LTD,3215735,19314.77
LICI,LIFE INSURA CORP OF INDIA,3469338,31654.50
LICMFGOLD,LIC MF - LIC GOLD ETF,14085,1497.01
LICNETFGSC,LICNAMC - LICNMFET,28402,8.11
LICNETFN50,LICNAMC - LICNFENGP,738,2.09
LICNFNHGP,LICNAMC - LICNFNHGP,1,0.00
LICNMID100,LICNAMC - LICNMID100,126,0.07
LIKHITHA,LIKHITHA INFRASTRUC LTD,212832,631.99
LINC,LINC LIMITED,14799,27.17
LINCOLN,LINCOLN PHARMA LTD,144436,860.70
LINDEINDIA,LINDE INDIA LIMITED,157536,10423.02
LIQGRWBEES,NIPPONAMC - LIQGRWBEES,1,0.01
LIQUID,MIRAEAMC - LIQUID,13187,131.87
LIQUID1,KOTAKMAMC - KOTAKLIQ,191,2.05
LIQUIDADD,DSPAMC - LIQUIDADD,24,0.26
LIQUIDBEES,NIP IND ETF LIQUID BEES,55542,555.48
LIQUIDBETF,BFAM - LIQUIDBETF,44,0.46
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,20350,22.55
LIQUIDETF,DSP LIQUID ETF,179,1.79
LIQUIDIETF,ICICIPRAMC - ICICILIQ,96,0.96
LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,26,0.27
LIQUIDSBI,SBIAMC - LIQUIDSBI,811,8.11
LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,10,0.11
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,18749024,12270.07
LLOYDSENT,LLOYDS ENTERPRISES LTD,38641773,25541.43
LLOYDSME,LLOYDS METALS N ENERGY L,1491934,19622.95
LMW,LMW LIMITED,19905,3017.11
LODHA,LODHA DEVELOPERS LIMITED,1557373,20150.25
LOKESHMACH,LOKESH MACHINES LTD,11245,23.46
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,2310367,4354.01
LOVABLE,LOVABLE LINGERIE LTD,5829,7.54
LOWVOL1,KOTAKMAMC - KOTAKLOVOL,2472,0.51
LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,983056,219.92
LT,LARSEN & TOUBRO LTD.,788623,29469.63
LTF,L&T FINANCE LIMITED,3130306,7077.39
LTFOODS,LT FOODS LIMITED,1326977,5800.54
LTGILTBEES,NIP IND ETF LONGTERM GILT,87742,25.38
LTGILTCASE,ZERODHAAMC - LTGILTCASE,4,0.00
LTIM,LTIMINDTREE LIMITED,118775,6599.73
LTTS,L&T TECHNOLOGY SER. LTD.,285160,12470.59
LUMAXIND,LUMAX INDUSTRIES LTD,15983,760.94
LUMAXTECH,LUMAX AUTO TECH LTD,185871,2077.20
LUPIN,LUPIN LIMITED,464117,9238.42
LUXIND,LUX INDUSTRIES LIMITED,166967,2541.63
LXCHEM,LAXMI ORGANIC INDUS LTD,2669567,5955.17
LYKALABS,LYKA LABS LTD,28858,34.12
M&M,MAHINDRA & MAHINDRA LTD,671241,23290.69
M&MFIN,M&M FIN. SERVICES LTD,2164474,6448.61
MAANALU,MAAN ALUMINIUM LIMITED,20151,28.84
MADRASFERT,MADRAS FERTILISERS LTD,504575,469.48
MAFANG,MIRAEAMC - MAFANG,767280,1238.54
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,15335,105.82
MAGNUM,MAGNUM VENTURES LTD.,11048,3.47
MAHABANK,BANK OF MAHARASHTRA,41209539,23642.92
MAHEPC,MAHINDRA EPC IRRIG LTD,57329,92.94
MAHESHWARI,MAHESHWARI LOGISTICS LTD.,5650,3.51
MAHKTECH,MIRAEAMC - MAHKTECH,3687384,1030.71
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,959348,4246.90
MAHLOG,MAHINDRA LOGISTIC LIMITED,448142,1605.30
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,6309,832.14
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,1134779,7632.32
MAITHANALL,MAITHAN ALLOYS LTD,232964,2645.40
MAKEINDIA,MIRAEAMC - MAMFGETF,27156,40.60
MALLCOM,MALLCOM (INDIA) LIMITED,6479,86.65
MAMATA,MAMATA MACHINERY LIMITED,601666,2841.12
MANAKCOAT,MAN COAT METAL & IND LTD,187140,299.29
MANAKSIA,MANAKSIA LTD.,17335,14.94
MANALIPETC,MANALI PETROCHEMICALS LT,625160,474.45
MANAPPURAM,MANAPPURAM FINANCE LTD,3966223,10543.90
MANBA,MANBA FINANCE LIMITED,203298,294.14
MANCREDIT,MANGAL CREDIT N FINCORP L,2290,4.26
MANGALAM,MANGALAM DRUG & CHEM LTD,5400,4.81
MANGCHEFER,MANG.CHEM.FERT.LTD,34147,118.20
MANGLMCEM,MANGALAM CEMENT LTD,948370,7279.04
MANINDS,MAN INDUSTRIES (I) LTD.,539157,2116.90
MANINFRA,MAN INFRA LTD,1901325,3256.53
MANKIND,MANKIND PHARMA LIMITED,321546,7906.65
MANORAMA,MANORAMA INDUSTRIES LTD,330313,4806.02
MANYAVAR,VEDANT FASHIONS LIMITED,795682,5954.26
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,209781,3952.83
MARALOVER,MARAL OVERSEAS LTD,1027,0.54
MARATHON,MARATHON NXTGEN REALT LTD,1650009,10448.61
MARICO,MARICO LIMITED,381325,2752.44
MARINE,MARINE ELECTRICAL (I) LTD,189932,437.57
MARKOLINES,MARKOLINES PAVEMENT TEC L,250,0.41
MARKSANS,MARKSANS PHARMA LIMITED,4152434,8421.59
MARUTI,MARUTI SUZUKI INDIA LTD.,140256,21822.97
MASFIN,MAS FINANCIAL SERV LTD,351932,1072.74
MASPTOP50,MIRAEAMC - MASPTOP50,596588,391.09
MASTEK,MASTEK LTD,303172,7357.87
MASTERTR,MASTER TRUST LIMITED,1230473,1760.37
MATRIMONY,MATRIMONY.COM LIMITED,19678,107.52
MAWANASUG,MAWANA SUGARS LIMITED,11086,11.56
MAXESTATES,MAX ESTATES LIMITED,301116,1492.24
MAXHEALTH,MAX HEALTHCARE INS LTD,766206,8993.56
MAXIND,MAX INDIA LIMITED,26490,57.57
MAYURUNIQ,MAYUR UNIQUOTERS LTD,172923,951.25
MAZDA,MAZDA LIMITED,31605,93.17
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,3989635,120390.67
MBAPL,MADHYA BHARAT AGRO P. LTD,168149,711.64
MBEL,M AND B ENGINEERING LTD,461844,2135.10
MBLINFRA,MBL INFRASTRUCTURE LTD,128022,55.97
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,50822,17.23
MCLOUD,MAGELLANIC CLOUD LIMITED,7913438,5308.74
MCX,MULTI COMMODITY EXCHANGE,275808,24095.09
MEDANTA,GLOBAL HEALTH LIMITED,353958,4611.16
MEDIASSIST,MEDI ASSIST HEALTH SER L,244294,1304.63
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,14277,68.91
MEDICO,MEDICO REMEDIES LIMITED,9184,3.97
MEDPLUS,MEDPLUS HEALTH SERV LTD,572831,4507.01
MEGASOFT,MEGASOFT LTD,16074,33.18
MEGASTAR,MEGASTAR FOODS LIMITED,50,0.15
MEIL,MANGAL ELECTRICAL IND L,41462,192.73
MENONBE,MENON BEARINGS LIMITED,10431,14.70
METAL,MIRAEAMC - METAL,1184768,123.75
METALIETF,ICICIPRAMC - METALIETF,11446357,1205.86
METROBRAND,METRO BRANDS LIMITED,66837,807.16
METROPOLIS,METROPOLIS HEALTHCARE LTD,103263,2112.13
MFSL,MAX FINANCIAL SERV LTD,67093,1045.04
MGEL,MANGALAM GLOBAL ENT LTD,1230126,208.14
MGL,MAHANAGAR GAS LTD.,781588,10794.91
MHLXMIRU,MAHALAXMI RUBTECH LIMITED,1050,2.21
MHRIL,MAHINDRA HOLIDAYS LTD,309869,1108.56
MICEL,MIC ELECTRONICS LTD,1787513,1159.56
MID150,KOTAKMAMC - MID150,4867,1.07
MID150BEES,NIP IND ETF MIDCAP 150,1261548,2817.58
MID150CASE,ZERODHAAMC - MID150CASE,1525208,166.74
MIDCAP,KOTAKMAMC - KOTAKMID50,52246,87.40
MIDCAPETF,MIRAEAMC - MAM150ETF,8701352,1915.15
MIDCAPIETF,ICICIPRAMC - ICICIM150,6103628,1362.10
MIDHANI,MISHRA DHATU NIGAM LTD,2694386,11059.19
MIDQ50ADD,DSPAMC - DSPQ50ETF,30900,78.42
MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,589393,106.08
MIDSMALL,MIRAEAMC - MIDSMALL,938844,459.34
MINDACORP,MINDA CORPORATION LTD,563193,3190.35
MINDTECK,MINDTECK (INDIA) LIMITED,35417,100.45
MIRCELECTR,MIRC ELECTRONICS LTD,336,0.07
MIRZAINT,MIRZA INTERNATIONAL LIMIT,281547,113.66
MITTAL,MITTAL LIFE STYLE LIMITED,16266,0.25
MMFL,MM FORGINGS LTD,269565,967.28
MMP,MMP INDUSTRIES LIMITED,42069,117.75
MMTC,MMTC LIMITED,3587017,2548.75
MNC,KOTAKMAMC - KOTAKMNC,186243,57.75
MOALPHA50,MOTILALAMC - MOALPHA50,296,0.15
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,2837859,8022.76
MOCAPITAL,MOTILALAMC - MOCAPITAL,987203,453.46
MODEFENCE,MOTILALAMC - MODEFENCE,6158783,5486.49
MODISONLTD,MODISON LIMITED,58908,98.91
MOGOLD,MOTILALAMC - MOGOLD,20916,25.91
MOGSEC,MOTILALAMC - G5,4186,2.62
MOHEALTH,MOTILALAMC - MOHEALTH,42464,19.21
MOIL,MOIL LIMITED,2876132,11088.78
MOINFRA,MOTILALAMC - MOINFRA,207,0.12
MOKSH,MOKSH ORNAMENTS LIMITED,711840,100.89
MOL,MEGHMANI ORGANICS LIMITED,4817418,4214.03
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,39155,84.00
MOLDTKPAC,MOLD-TEK PACKAGING LTD,149086,1077.04
MOLOWVOL,MOTILALAMC - MOLOWVOL,4521,1.72
MOM100,MOTILAL OS MIDCAP100 ETF,1202129,755.98
MOM30IETF,ICICIPRAMC - ICICIMOM30,2219456,721.84
MOM50,MOTILAL OSWAL M50 ETF,13337,34.49
MOMENTUM,BIRLASLAMC - MOMENTUM,49913,15.78
MOMENTUM50,MOTILALAMC - MOMENTUM50,1672404,872.06
MOMIDMTM,MOTILALAMC - MOMIDMTM,2057,1.28
MOMOMENTUM,MOTILALAMC - MOMOMENTUM,285639,193.36
MON100,MOTILAL OS NASDAQ100 ETF,1799553,4138.09
MON50EQUAL,MOTILALAMC - MON50EQUAL,1369,0.45
MONARCH,MONARCH NETWORTH CAP LTD,363491,1294.11
MONEXT50,MOTILALAMC - MONEXT50,9,0.01
MONIFTY500,MOTILALAMC - MONIFTY500,749692,178.35
MONQ50,MOTILALAMC - MONQ50,696775,681.85
MONTECARLO,MONTE CARLO FASHIONS LTD.,54434,386.89
MOQUALITY,MOTILALAMC - MOQUALITY,625,1.22
MOREALTY,MOTILALAMC - MOREALTY,2056027,1931.12
MOREPENLAB,MOREPEN LAB. LTD,14589132,8585.96
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,2070849,4959.67
MOSILVER,MOTILALAMC - MOSILVER,23969,42.37
MOSMALL250,MOTILALAMC - MOSMALL250,2911811,502.29
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,15486348,16402.27
MOTILALOFS,MOTILAL OSWAL FIN LTD,1334527,12335.56
MOTISONS,MOTISONS JEWELLERS LTD,5271190,998.75
MOTOUR,MOTILALAMC - MOTOUR,251,0.22
MOVALUE,MOTILALAMC - MOVALUE,149922,157.28
MPHASIS,MPHASIS LIMITED,192930,5463.26
MPSLTD,MPS LIMITED,106642,2431.50
MRF,MRF LTD,4049,5805.24
MRPL,MRPL,7826635,13067.21
MSCIINDIA,KOTAKMAMC - MSCIINDIA,13086,3.75
MSPL,MSP STEEL & POWER LTD.,1009053,363.17
MSTCLTD,MSTC LIMITED,1327706,7493.47
MSUMI,MOTHERSON SUMI WRNG IND L,10127852,4615.72
MTARTECH,MTAR TECHNOLOGIES LIMITED,255823,5406.27
MTNL,MAHANAGAR TELEPHONE NIGAM,6243667,2981.99
MUFIN,MUFIN GREEN FINANCE LTD,1081708,1208.33
MUFTI,CREDO BRANDS MARKETING L,481067,625.42
MUKANDLTD,MUKAND LTD.,486350,703.71
MUKKA,MUKKA PROTEINS LIMITED,464194,142.77
MULTICAP,MIRAEAMC - MULTICAP,65001,10.11
MUNJALAU,MUNJAL AUTO IND. LTD.,475360,473.95
MUNJALSHOW,MUNJAL SHOWA LTD,103419,151.29
MURUDCERA,MURUDESHWAR CERAMICS LTD,6830,3.32
MUTHOOTCAP,MUTHOOT CAP SERV LTD,21647,66.26
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,105453,3210.25
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,608841,966.52
MVGJL,MANOJ VAIBHAV GEM N JEW L,250501,548.91
NACLIND,NACL INDUSTRIES LIMITED,2884,2.92
NAGAFERT,NAGARJUN FERT AND CHE LTD,53660,3.29
NAHARINDUS,NAHAR INDS ENT LTD,12660,16.68
NAHARPOLY,NAHAR POLY FILMS LIMITED,1826,5.56
NAHARSPING,NAHAR SPINNING MILLS LTD.,78854,185.76
NAM-INDIA,NIPPON L I A M LTD,724808,6124.82
NATCAPSUQ,NATURAL CAPSULES LIMITED,200,0.45
NATCOPHARM,NATCO PHARMA LTD.,2555395,24594.61
NATHBIOGEN,NATH BIO-GENES (I) LTD,3375,6.92
NATIONALUM,NATIONAL ALUMINIUM CO LTD,7334753,15117.94
NAUKRI,INFO EDGE (I) LTD,577790,8207.00
NAVA,NAVA LIMITED,2118945,12737.32
NAVINFLUOR,NAVIN FLUORINE INT. LTD,53614,2637.06
NAVKARCORP,NAVKAR CORPORATION LTD.,1802458,2223.69
NAVNETEDUL,NAVNEET EDUCATION LTD,743321,1167.50
NAZARA,NAZARA TECHNOLOGIES LTD,31767297,90696.90
NBCC,NBCC (INDIA) LIMITED,20371593,22966.94
NCC,NCC LIMITED,14162374,31729.48
NCLIND,NCL INDUSTRIES LIMITED,223213,484.70
NDL,NANDAN DENIM LIMITED,368437,13.89
NDRAUTO,NDR AUTO COMPONENTS LTD,35504,369.58
NDTV,NDTV LTD,80536,80.59
NECCLTD,NORTH EAST CARRY CORP LTD,14467,3.14
NECLIFE,NECTAR LIFESCIENCES LTD.,3307,1.03
NELCAST,NELCAST LIMITED,76078,115.11
NELCO,NELCO LTD,481130,4530.64
NEOGEN,NEOGEN CHEMICALS LIMITED,166684,2599.56
NESCO,NESCO LTD.,265203,3376.37
NESTLEIND,NESTLE INDIA LIMITED,460347,5655.40
NETF,TATAAML - NETF,12365,33.16
NETWEB,NETWEB TECH INDIA LTD,523316,18810.47
NETWORK18,NETWORK18 MEDIA & INV LTD,21516862,11878.09
NEULANDLAB,NEULAND LAB LTD.,53979,8226.90
NEWGEN,NEWGEN SOFTWARE TECH LTD,1107496,11462.22
NEXT30ADD,DSPAMC - NEXT30ADD,3115,1.23
NEXT50,MIRAEAMC - MANXT50,16259,114.41
NEXT50IETF,ICICIPRAMC - ICICINXT50,834752,609.31
NFL,NATIONAL FERT. LTD,9073465,9481.15
NH,NARAYANA HRUDAYALAYA LTD.,565590,10547.95
NHPC,NHPC LTD,34934089,31569.99
NIACL,THE NEW INDIA ASSU CO LTD,3336672,7027.19
NIBE,NIBE LIMITED,22818,310.06
NIF100BEES,NIP IND ETF NIFTY 100,35451,96.94
NIF100IETF,ICICI PRUD NIFTY 100 ETF,291401,83.94
NIF10GETF,UTIAMC - NIF10GETF,2540,0.67
NIF5GETF,UTIAMC - NIF5GETF,4213,2.69
NIFMID150,UTIAMC - NIFMID150,25922,56.90
NIFTY1,KOTAK NIFTY ETF,57917,162.85
NIFTY100EW,KOTAKMAMC - NIFTY100EW,10311,3.52
